Data values,Data description,Area code,Area name,Domain,Notes
863,Rank,W01000617,Scleddau,Education,
67,Rank,W01000617,Scleddau,Access to services,
225,Rank,W01000617,Scleddau,Housing,
1164,Rank,W01000617,Scleddau,Community safety,
1591,Rank,W01000617,Scleddau,Physical environment,
1091,Rank,W01000618,Solva,WIMD,
1338,Rank,W01000618,Solva,Income,
1512,Rank,W01000618,Solva,Employment,
1447,Rank,W01000618,Solva,Health,
1189,Rank,W01000618,Solva,Education,
91,Rank,W01000618,Solva,Access to services,
322,Rank,W01000618,Solva,Housing,
1868,Rank,W01000618,Solva,Community safety,
905,Rank,W01000618,Solva,Physical environment,
1300,Rank,W01000619,Tenby: North,WIMD,
978,Rank,W01000619,Tenby: North,Income,
1114,Rank,W01000619,Tenby: North,Employment,
1189,Rank,W01000619,Tenby: North,Health,
744,Rank,W01000619,Tenby: North,Education,
1394,Rank,W01000619,Tenby: North,Access to services,
1373,Rank,W01000619,Tenby: North,Housing,
1111,Rank,W01000619,Tenby: North,Community safety,
1257,Rank,W01000619,Tenby: North,Physical environment,
1369,Rank,W01000622,The Havens,WIMD,
1515,Rank,W01000622,The Havens,Income,
1479,Rank,W01000622,The Havens,Employment,
1609,Rank,W01000622,The Havens,Health,
1753,Rank,W01000622,The Havens,Education,
144,Rank,W01000622,The Havens,Access to services,
622,Rank,W01000622,The Havens,Housing,
1314,Rank,W01000622,The Havens,Community safety,
1510,Rank,W01000622,The Havens,Physical environment,
1214,Rank,W01000623,Wiston,WIMD,
1542,Rank,W01000623,Wiston,Income,
1423,Rank,W01000623,Wiston,Employment,
1555,Rank,W01000623,Wiston,Health,
1536,Rank,W01000623,Wiston,Education,
58,Rank,W01000623,Wiston,Access to services,
416,Rank,W01000623,Wiston,Housing,
1800,Rank,W01000623,Wiston,Community safety,
1676,Rank,W01000623,Wiston,Physical environment,
1308,Rank,W01000624,Abergwili,WIMD,
1638,Rank,W01000624,Abergwili,Income,
1534,Rank,W01000624,Abergwili,Employment,
1298,Rank,W01000624,Abergwili,Health,
1581,Rank,W01000624,Abergwili,Education,
179,Rank,W01000624,Abergwili,Access to services,
412,Rank,W01000624,Abergwili,Housing,
1810,Rank,W01000624,Abergwili,Community safety,
987,Rank,W01000624,Abergwili,Physical environment,
301,Rank,W01000625,Ammanford 1,WIMD,
320,Rank,W01000625,Ammanford 1,Income,
239,Rank,W01000625,Ammanford 1,Employment,
260,Rank,W01000625,Ammanford 1,Health,
211,Rank,W01000625,Ammanford 1,Education,
917,Rank,W01000625,Ammanford 1,Access to services,
997,Rank,W01000625,Ammanford 1,Housing,
657,Rank,W01000625,Ammanford 1,Community safety,
1233,Rank,W01000625,Ammanford 1,Physical environment,
524,Rank,W01000626,Ammanford 2,WIMD,
434,Rank,W01000626,Ammanford 2,Income,
324,Rank,W01000626,Ammanford 2,Employment,
581,Rank,W01000626,Ammanford 2,Health,
904,Rank,W01000626,Ammanford 2,Education,
1844,Rank,W01000626,Ammanford 2,Access to services,
903,Rank,W01000626,Ammanford 2,Housing,
103,Rank,W01000626,Ammanford 2,Community safety,
642,Rank,W01000626,Ammanford 2,Physical environment,
1215,Rank,W01000627,Betws,WIMD,
1011,Rank,W01000627,Betws,Income,
923,Rank,W01000627,Betws,Employment,
1181,Rank,W01000627,Betws,Health,
1135,Rank,W01000627,Betws,Education,
367,Rank,W01000627,Betws,Access to services,
1495,Rank,W01000627,Betws,Housing,
1421,Rank,W01000627,Betws,Community safety,
1757,Rank,W01000627,Betws,Physical environment,
1211,Rank,W01000628,Bigyn 1,WIMD,
1222,Rank,W01000628,Bigyn 1,Income,
1028,Rank,W01000628,Bigyn 1,Employment,
678,Rank,W01000628,Bigyn 1,Health,
1082,Rank,W01000628,Bigyn 1,Education,
975,Rank,W01000628,Bigyn 1,Access to services,
1217,Rank,W01000628,Bigyn 1,Housing,
996,Rank,W01000628,Bigyn 1,Community safety,
848,Rank,W01000628,Bigyn 1,Physical environment,
642,Rank,W01000629,Bigyn 2,WIMD,
578,Rank,W01000629,Bigyn 2,Income,
523,Rank,W01000629,Bigyn 2,Employment,
827,Rank,W01000629,Bigyn 2,Health,
638,Rank,W01000629,Bigyn 2,Education,
1561,Rank,W01000629,Bigyn 2,Access to services,
519,Rank,W01000629,Bigyn 2,Housing,
696,Rank,W01000629,Bigyn 2,Community safety,
412,Rank,W01000629,Bigyn 2,Physical environment,
865,Rank,W01000630,Bigyn 3,WIMD,
733,Rank,W01000630,Bigyn 3,Income,
619,Rank,W01000630,Bigyn 3,Employment,
791,Rank,W01000630,Bigyn 3,Health,
793,Rank,W01000630,Bigyn 3,Education,
1410,Rank,W01000630,Bigyn 3,Access to services,
720,Rank,W01000630,Bigyn 3,Housing,
686,Rank,W01000630,Bigyn 3,Community safety,
1568,Rank,W01000630,Bigyn 3,Physical environment,
117,Rank,W01000631,Bigyn 4,WIMD,
99,Rank,W01000631,Bigyn 4,Income,
100,Rank,W01000631,Bigyn 4,Employment,
168,Rank,W01000631,Bigyn 4,Health,
102,Rank,W01000631,Bigyn 4,Education,
646,Rank,W01000631,Bigyn 4,Access to services,
932,Rank,W01000631,Bigyn 4,Housing,
323,Rank,W01000631,Bigyn 4,Community safety,
1556,Rank,W01000631,Bigyn 4,Physical environment,
1040,Rank,W01000632,Burry Port 1,WIMD,
823,Rank,W01000632,Burry Port 1,Income,
590,Rank,W01000632,Burry Port 1,Employment,
1163,Rank,W01000632,Burry Port 1,Health,
734,Rank,W01000632,Burry Port 1,Education,
1755,Rank,W01000632,Burry Port 1,Access to services,
992,Rank,W01000632,Burry Port 1,Housing,
817,Rank,W01000632,Burry Port 1,Community safety,
1540,Rank,W01000632,Burry Port 1,Physical environment,
491,Rank,W01000633,Burry Port 2,WIMD,
392,Rank,W01000633,Burry Port 2,Income,
408,Rank,W01000633,Burry Port 2,Employment,
579,Rank,W01000633,Burry Port 2,Health,
533,Rank,W01000633,Burry Port 2,Education,
1142,Rank,W01000633,Burry Port 2,Access to services,
1143,Rank,W01000633,Burry Port 2,Housing,
275,Rank,W01000633,Burry Port 2,Community safety,
552,Rank,W01000633,Burry Port 2,Physical environment,
1323,Rank,W01000634,Burry Port 3,WIMD,
1000,Rank,W01000634,Burry Port 3,Income,
968,Rank,W01000634,Burry Port 3,Employment,
1201,Rank,W01000634,Burry Port 3,Health,
1093,Rank,W01000634,Burry Port 3,Education,
773,Rank,W01000634,Burry Port 3,Access to services,
1564,Rank,W01000634,Burry Port 3,Housing,
1559,Rank,W01000634,Burry Port 3,Community safety,
1678,Rank,W01000634,Burry Port 3,Physical environment,
1428,Rank,W01000635,Bynea 1,WIMD,
1412,Rank,W01000635,Bynea 1,Income,
1348,Rank,W01000635,Bynea 1,Employment,
1233,Rank,W01000635,Bynea 1,Health,
907,Rank,W01000635,Bynea 1,Education,
716,Rank,W01000635,Bynea 1,Access to services,
1490,Rank,W01000635,Bynea 1,Housing,
1135,Rank,W01000635,Bynea 1,Community safety,
1077,Rank,W01000635,Bynea 1,Physical environment,
822,Rank,W01000636,Bynea 2,WIMD,
609,Rank,W01000636,Bynea 2,Income,
823,Rank,W01000636,Bynea 2,Employment,
553,Rank,W01000636,Bynea 2,Health,
555,Rank,W01000636,Bynea 2,Education,
826,Rank,W01000636,Bynea 2,Access to services,
1746,Rank,W01000636,Bynea 2,Housing,
1081,Rank,W01000636,Bynea 2,Community safety,
1758,Rank,W01000636,Bynea 2,Physical environment,
549,Rank,W01000637,Carmarthen Town North 1,WIMD,
537,Rank,W01000637,Carmarthen Town North 1,Income,
542,Rank,W01000637,Carmarthen Town North 1,Employment,
368,Rank,W01000637,Carmarthen Town North 1,Health,
538,Rank,W01000637,Carmarthen Town North 1,Education,
812,Rank,W01000637,Carmarthen Town North 1,Access to services,
777,Rank,W01000637,Carmarthen Town North 1,Housing,
549,Rank,W01000637,Carmarthen Town North 1,Community safety,
1493,Rank,W01000637,Carmarthen Town North 1,Physical environment,
271,Rank,W01000638,Carmarthen Town North 2,WIMD,
272,Rank,W01000638,Carmarthen Town North 2,Income,
302,Rank,W01000638,Carmarthen Town North 2,Employment,
381,Rank,W01000638,Carmarthen Town North 2,Health,
269,Rank,W01000638,Carmarthen Town North 2,Education,
640,Rank,W01000638,Carmarthen Town North 2,Access to services,
305,Rank,W01000638,Carmarthen Town North 2,Housing,
425,Rank,W01000638,Carmarthen Town North 2,Community safety,
1303,Rank,W01000638,Carmarthen Town North 2,Physical environment,
985,Rank,W01000639,Carmarthen Town North 3,WIMD,
746,Rank,W01000639,Carmarthen Town North 3,Income,
750,Rank,W01000639,Carmarthen Town North 3,Employment,
789,Rank,W01000639,Carmarthen Town North 3,Health,
1015,Rank,W01000639,Carmarthen Town North 3,Education,
1335,Rank,W01000639,Carmarthen Town North 3,Access to services,
939,Rank,W01000639,Carmarthen Town North 3,Housing,
735,Rank,W01000639,Carmarthen Town North 3,Community safety,
1339,Rank,W01000639,Carmarthen Town North 3,Physical environment,
1773,Rank,W01000640,Carmarthen Town North 4,WIMD,
1777,Rank,W01000640,Carmarthen Town North 4,Income,
1764,Rank,W01000640,Carmarthen Town North 4,Employment,
1700,Rank,W01000640,Carmarthen Town North 4,Health,
1748,Rank,W01000640,Carmarthen Town North 4,Education,
663,Rank,W01000640,Carmarthen Town North 4,Access to services,
1656,Rank,W01000640,Carmarthen Town North 4,Housing,
1737,Rank,W01000640,Carmarthen Town North 4,Community safety,
1091,Rank,W01000640,Carmarthen Town North 4,Physical environment,
509,Rank,W01000641,Carmarthen Town South 1,WIMD,
590,Rank,W01000641,Carmarthen Town South 1,Income,
411,Rank,W01000641,Carmarthen Town South 1,Employment,
512,Rank,W01000641,Carmarthen Town South 1,Health,
725,Rank,W01000641,Carmarthen Town South 1,Education,
1338,Rank,W01000641,Carmarthen Town South 1,Access to services,
462,Rank,W01000641,Carmarthen Town South 1,Housing,
146,Rank,W01000641,Carmarthen Town South 1,Community safety,
575,Rank,W01000641,Carmarthen Town South 1,Physical environment,
1347,Rank,W01000642,Carmarthen Town South 2,WIMD,
1397,Rank,W01000642,Carmarthen Town South 2,Income,
1286,Rank,W01000642,Carmarthen Town South 2,Employment,
766,Rank,W01000642,Carmarthen Town South 2,Health,
1457,Rank,W01000642,Carmarthen Town South 2,Education,
347,Rank,W01000642,Carmarthen Town South 2,Access to services,
1749,Rank,W01000642,Carmarthen Town South 2,Housing,
1293,Rank,W01000642,Carmarthen Town South 2,Community safety,
1354,Rank,W01000642,Carmarthen Town South 2,Physical environment,
820,Rank,W01000643,Carmarthen Town West 1,WIMD,
668,Rank,W01000643,Carmarthen Town West 1,Income,
870,Rank,W01000643,Carmarthen Town West 1,Employment,
564,Rank,W01000643,Carmarthen Town West 1,Health,
633,Rank,W01000643,Carmarthen Town West 1,Education,
1085,Rank,W01000643,Carmarthen Town West 1,Access to services,
921,Rank,W01000643,Carmarthen Town West 1,Housing,
732,Rank,W01000643,Carmarthen Town West 1,Community safety,
1599,Rank,W01000643,Carmarthen Town West 1,Physical environment,
1463,Rank,W01000644,Carmarthen Town West 2,WIMD,
1417,Rank,W01000644,Carmarthen Town West 2,Income,
1429,Rank,W01000644,Carmarthen Town West 2,Employment,
1322,Rank,W01000644,Carmarthen Town West 2,Health,
1415,Rank,W01000644,Carmarthen Town West 2,Education,
329,Rank,W01000644,Carmarthen Town West 2,Access to services,
1469,Rank,W01000644,Carmarthen Town West 2,Housing,
1133,Rank,W01000644,Carmarthen Town West 2,Community safety,
1799,Rank,W01000644,Carmarthen Town West 2,Physical environment,
1267,Rank,W01000645,Carmarthen Town West 3,WIMD,
1094,Rank,W01000645,Carmarthen Town West 3,Income,
1035,Rank,W01000645,Carmarthen Town West 3,Employment,
916,Rank,W01000645,Carmarthen Town West 3,Health,
1330,Rank,W01000645,Carmarthen Town West 3,Education,
1036,Rank,W01000645,Carmarthen Town West 3,Access to services,
1114,Rank,W01000645,Carmarthen Town West 3,Housing,
1025,Rank,W01000645,Carmarthen Town West 3,Community safety,
809,Rank,W01000645,Carmarthen Town West 3,Physical environment,
558,Rank,W01000646,Cenarth,WIMD,
688,Rank,W01000646,Cenarth,Income,
775,Rank,W01000646,Cenarth,Employment,
1000,Rank,W01000646,Cenarth,Health,
1086,Rank,W01000646,Cenarth,Education,
158,Rank,W01000646,Cenarth,Access to services,
75,Rank,W01000646,Cenarth,Housing,
1059,Rank,W01000646,Cenarth,Community safety,
685,Rank,W01000646,Cenarth,Physical environment,
769,Rank,W01000647,Cilycwm,WIMD,
1360,Rank,W01000647,Cilycwm,Income,
1363,Rank,W01000647,Cilycwm,Employment,
1701,Rank,W01000647,Cilycwm,Health,
1264,Rank,W01000647,Cilycwm,Education,
11,Rank,W01000647,Cilycwm,Access to services,
63,Rank,W01000647,Cilycwm,Housing,
1748,Rank,W01000647,Cilycwm,Community safety,
1060,Rank,W01000647,Cilycwm,Physical environment,
793,Rank,W01000648,Cynwyl Elfed 1,WIMD,
1510,Rank,W01000648,Cynwyl Elfed 1,Income,
1652,Rank,W01000648,Cynwyl Elfed 1,Employment,
1380,Rank,W01000648,Cynwyl Elfed 1,Health,
1376,Rank,W01000648,Cynwyl Elfed 1,Education,
8,Rank,W01000648,Cynwyl Elfed 1,Access to services,
50,Rank,W01000648,Cynwyl Elfed 1,Housing,
1792,Rank,W01000648,Cynwyl Elfed 1,Community safety,
1140,Rank,W01000648,Cynwyl Elfed 1,Physical environment,
1216,Rank,W01000649,Cynwyl Elfed 2,WIMD,
1647,Rank,W01000649,Cynwyl Elfed 2,Income,
1470,Rank,W01000649,Cynwyl Elfed 2,Employment,
1591,Rank,W01000649,Cynwyl Elfed 2,Health,
1683,Rank,W01000649,Cynwyl Elfed 2,Education,
80,Rank,W01000649,Cynwyl Elfed 2,Access to services,
277,Rank,W01000649,Cynwyl Elfed 2,Housing,
1829,Rank,W01000649,Cynwyl Elfed 2,Community safety,
1040,Rank,W01000649,Cynwyl Elfed 2,Physical environment,
608,Rank,W01000650,Cynwyl Gaeo,WIMD,
1398,Rank,W01000650,Cynwyl Gaeo,Income,
1416,Rank,W01000650,Cynwyl Gaeo,Employment,
1431,Rank,W01000650,Cynwyl Gaeo,Health,
874,Rank,W01000650,Cynwyl Gaeo,Education,
5,Rank,W01000650,Cynwyl Gaeo,Access to services,
27,Rank,W01000650,Cynwyl Gaeo,Housing,
1561,Rank,W01000650,Cynwyl Gaeo,Community safety,
643,Rank,W01000650,Cynwyl Gaeo,Physical environment,
1131,Rank,W01000651,Dafen 1,WIMD,
990,Rank,W01000651,Dafen 1,Income,
899,Rank,W01000651,Dafen 1,Employment,
944,Rank,W01000651,Dafen 1,Health,
733,Rank,W01000651,Dafen 1,Education,
1402,Rank,W01000651,Dafen 1,Access to services,
1314,Rank,W01000651,Dafen 1,Housing,
1047,Rank,W01000651,Dafen 1,Community safety,
533,Rank,W01000651,Dafen 1,Physical environment,
497,Rank,W01000652,Dafen 2,WIMD,
383,Rank,W01000652,Dafen 2,Income,
454,Rank,W01000652,Dafen 2,Employment,
363,Rank,W01000652,Dafen 2,Health,
398,Rank,W01000652,Dafen 2,Education,
949,Rank,W01000652,Dafen 2,Access to services,
1328,Rank,W01000652,Dafen 2,Housing,
702,Rank,W01000652,Dafen 2,Community safety,
1798,Rank,W01000652,Dafen 2,Physical environment,
1350,Rank,W01000653,Elli 1,WIMD,
1078,Rank,W01000653,Elli 1,Income,
929,Rank,W01000653,Elli 1,Employment,
1148,Rank,W01000653,Elli 1,Health,
1364,Rank,W01000653,Elli 1,Education,
1848,Rank,W01000653,Elli 1,Access to services,
1016,Rank,W01000653,Elli 1,Housing,
976,Rank,W01000653,Elli 1,Community safety,
777,Rank,W01000653,Elli 1,Physical environment,
451,Rank,W01000654,Elli 2,WIMD,
549,Rank,W01000654,Elli 2,Income,
355,Rank,W01000654,Elli 2,Employment,
650,Rank,W01000654,Elli 2,Health,
715,Rank,W01000654,Elli 2,Education,
1677,Rank,W01000654,Elli 2,Access to services,
459,Rank,W01000654,Elli 2,Housing,
83,Rank,W01000654,Elli 2,Community safety,
147,Rank,W01000654,Elli 2,Physical environment,
257,Rank,W01000655,Felinfoel,WIMD,
226,Rank,W01000655,Felinfoel,Income,
306,Rank,W01000655,Felinfoel,Employment,
335,Rank,W01000655,Felinfoel,Health,
376,Rank,W01000655,Felinfoel,Education,
503,Rank,W01000655,Felinfoel,Access to services,
854,Rank,W01000655,Felinfoel,Housing,
673,Rank,W01000655,Felinfoel,Community safety,
155,Rank,W01000655,Felinfoel,Physical environment,
610,Rank,W01000656,Garnant,WIMD,
489,Rank,W01000656,Garnant,Income,
379,Rank,W01000656,Garnant,Employment,
700,Rank,W01000656,Garnant,Health,
727,Rank,W01000656,Garnant,Education,
1155,Rank,W01000656,Garnant,Access to services,
608,Rank,W01000656,Garnant,Housing,
819,Rank,W01000656,Garnant,Community safety,
1620,Rank,W01000656,Garnant,Physical environment,
496,Rank,W01000657,Glanamman 1,WIMD,
560,Rank,W01000657,Glanamman 1,Income,
424,Rank,W01000657,Glanamman 1,Employment,
693,Rank,W01000657,Glanamman 1,Health,
377,Rank,W01000657,Glanamman 1,Education,
345,Rank,W01000657,Glanamman 1,Access to services,
976,Rank,W01000657,Glanamman 1,Housing,
576,Rank,W01000657,Glanamman 1,Community safety,
1221,Rank,W01000657,Glanamman 1,Physical environment,
662,Rank,W01000658,Glanamman 2,WIMD,
748,Rank,W01000658,Glanamman 2,Income,
428,Rank,W01000658,Glanamman 2,Employment,
686,Rank,W01000658,Glanamman 2,Health,
738,Rank,W01000658,Glanamman 2,Education,
984,Rank,W01000658,Glanamman 2,Access to services,
926,Rank,W01000658,Glanamman 2,Housing,
1026,Rank,W01000658,Glanamman 2,Community safety,
304,Rank,W01000658,Glanamman 2,Physical environment,
345,Rank,W01000659,Glanymor 1,WIMD,
294,Rank,W01000659,Glanymor 1,Income,
314,Rank,W01000659,Glanymor 1,Employment,
546,Rank,W01000659,Glanymor 1,Health,
355,Rank,W01000659,Glanymor 1,Education,
751,Rank,W01000659,Glanymor 1,Access to services,
984,Rank,W01000659,Glanymor 1,Housing,
291,Rank,W01000659,Glanymor 1,Community safety,
317,Rank,W01000659,Glanymor 1,Physical environment,
232,Rank,W01000660,Glanymor 2,WIMD,
246,Rank,W01000660,Glanymor 2,Income,
148,Rank,W01000660,Glanymor 2,Employment,
202,Rank,W01000660,Glanymor 2,Health,
349,Rank,W01000660,Glanymor 2,Education,
1127,Rank,W01000660,Glanymor 2,Access to services,
855,Rank,W01000660,Glanymor 2,Housing,
203,Rank,W01000660,Glanymor 2,Community safety,
1326,Rank,W01000660,Glanymor 2,Physical environment,
1095,Rank,W01000662,Glyn (Carmarthenshire),WIMD,
1110,Rank,W01000662,Glyn (Carmarthenshire),Income,
908,Rank,W01000662,Glyn (Carmarthenshire),Employment,
887,Rank,W01000662,Glyn (Carmarthenshire),Health,
1081,Rank,W01000662,Glyn (Carmarthenshire),Education,
312,Rank,W01000662,Glyn (Carmarthenshire),Access to services,
1128,Rank,W01000662,Glyn (Carmarthenshire),Housing,
1251,Rank,W01000662,Glyn (Carmarthenshire),Community safety,
1687,Rank,W01000662,Glyn (Carmarthenshire),Physical environment,
1272,Rank,W01000663,Gorslas 1,WIMD,
1191,Rank,W01000663,Gorslas 1,Income,
1203,Rank,W01000663,Gorslas 1,Employment,
1183,Rank,W01000663,Gorslas 1,Health,
1351,Rank,W01000663,Gorslas 1,Education,
379,Rank,W01000663,Gorslas 1,Access to services,
694,Rank,W01000663,Gorslas 1,Housing,
1382,Rank,W01000663,Gorslas 1,Community safety,
1769,Rank,W01000663,Gorslas 1,Physical environment,
1430,Rank,W01000664,Gorslas 2,WIMD,
1416,Rank,W01000664,Gorslas 2,Income,
1307,Rank,W01000664,Gorslas 2,Employment,
1281,Rank,W01000664,Gorslas 2,Health,
1159,Rank,W01000664,Gorslas 2,Education,
501,Rank,W01000664,Gorslas 2,Access to services,
1221,Rank,W01000664,Gorslas 2,Housing,
1518,Rank,W01000664,Gorslas 2,Community safety,
1220,Rank,W01000664,Gorslas 2,Physical environment,
1648,Rank,W01000665,Hendy 1,WIMD,
1572,Rank,W01000665,Hendy 1,Income,
1499,Rank,W01000665,Hendy 1,Employment,
1519,Rank,W01000665,Hendy 1,Health,
1382,Rank,W01000665,Hendy 1,Education,
536,Rank,W01000665,Hendy 1,Access to services,
1745,Rank,W01000665,Hendy 1,Housing,
1627,Rank,W01000665,Hendy 1,Community safety,
1693,Rank,W01000665,Hendy 1,Physical environment,
1332,Rank,W01000666,Hendy 2,WIMD,
1041,Rank,W01000666,Hendy 2,Income,
1250,Rank,W01000666,Hendy 2,Employment,
1094,Rank,W01000666,Hendy 2,Health,
952,Rank,W01000666,Hendy 2,Education,
1464,Rank,W01000666,Hendy 2,Access to services,
1488,Rank,W01000666,Hendy 2,Housing,
1036,Rank,W01000666,Hendy 2,Community safety,
497,Rank,W01000666,Hendy 2,Physical environment,
1355,Rank,W01000667,Hengoed (Carmarthenshire) 1,WIMD,
1160,Rank,W01000667,Hengoed (Carmarthenshire) 1,Income,
1207,Rank,W01000667,Hengoed (Carmarthenshire) 1,Employment,
1135,Rank,W01000667,Hengoed (Carmarthenshire) 1,Health,
1145,Rank,W01000667,Hengoed (Carmarthenshire) 1,Education,
1130,Rank,W01000667,Hengoed (Carmarthenshire) 1,Access to services,
1684,Rank,W01000667,Hengoed (Carmarthenshire) 1,Housing,
834,Rank,W01000667,Hengoed (Carmarthenshire) 1,Community safety,
461,Rank,W01000667,Hengoed (Carmarthenshire) 1,Physical environment,
403,Rank,W01000670,Kidwelly 1,WIMD,
292,Rank,W01000670,Kidwelly 1,Income,
223,Rank,W01000670,Kidwelly 1,Employment,
339,Rank,W01000670,Kidwelly 1,Health,
521,Rank,W01000670,Kidwelly 1,Education,
1400,Rank,W01000670,Kidwelly 1,Access to services,
1018,Rank,W01000670,Kidwelly 1,Housing,
1101,Rank,W01000670,Kidwelly 1,Community safety,
1680,Rank,W01000670,Kidwelly 1,Physical environment,
1206,Rank,W01000671,Kidwelly 2,WIMD,
1164,Rank,W01000671,Kidwelly 2,Income,
927,Rank,W01000671,Kidwelly 2,Employment,
1111,Rank,W01000671,Kidwelly 2,Health,
960,Rank,W01000671,Kidwelly 2,Education,
355,Rank,W01000671,Kidwelly 2,Access to services,
1497,Rank,W01000671,Kidwelly 2,Housing,
1398,Rank,W01000671,Kidwelly 2,Community safety,
1720,Rank,W01000671,Kidwelly 2,Physical environment,
501,Rank,W01000672,Laugharne Township 1,WIMD,
835,Rank,W01000672,Laugharne Township 1,Income,
920,Rank,W01000672,Laugharne Township 1,Employment,
1235,Rank,W01000672,Laugharne Township 1,Health,
581,Rank,W01000672,Laugharne Township 1,Education,
21,Rank,W01000672,Laugharne Township 1,Access to services,
150,Rank,W01000672,Laugharne Township 1,Housing,
1159,Rank,W01000672,Laugharne Township 1,Community safety,
557,Rank,W01000672,Laugharne Township 1,Physical environment,
821,Rank,W01000673,Laugharne Township 2,WIMD,
1150,Rank,W01000673,Laugharne Township 2,Income,
1010,Rank,W01000673,Laugharne Township 2,Employment,
1260,Rank,W01000673,Laugharne Township 2,Health,
823,Rank,W01000673,Laugharne Township 2,Education,
232,Rank,W01000673,Laugharne Township 2,Access to services,
380,Rank,W01000673,Laugharne Township 2,Housing,
1270,Rank,W01000673,Laugharne Township 2,Community safety,
193,Rank,W01000673,Laugharne Township 2,Physical environment,
876,Rank,W01000674,Llanboidy,WIMD,
1373,Rank,W01000674,Llanboidy,Income,
1537,Rank,W01000674,Llanboidy,Employment,
1564,Rank,W01000674,Llanboidy,Health,
1275,Rank,W01000674,Llanboidy,Education,
55,Rank,W01000674,Llanboidy,Access to services,
37,Rank,W01000674,Llanboidy,Housing,
1768,Rank,W01000674,Llanboidy,Community safety,
1669,Rank,W01000674,Llanboidy,Physical environment,
1149,Rank,W01000675,Llanddarog,WIMD,
1489,Rank,W01000675,Llanddarog,Income,
1332,Rank,W01000675,Llanddarog,Employment,
1492,Rank,W01000675,Llanddarog,Health,
1352,Rank,W01000675,Llanddarog,Education,
123,Rank,W01000675,Llanddarog,Access to services,
291,Rank,W01000675,Llanddarog,Housing,
1500,Rank,W01000675,Llanddarog,Community safety,
1107,Rank,W01000675,Llanddarog,Physical environment,
1370,Rank,W01000676,Llandeilo 1,WIMD,
1595,Rank,W01000676,Llandeilo 1,Income,
1518,Rank,W01000676,Llandeilo 1,Employment,
1661,Rank,W01000676,Llandeilo 1,Health,
1409,Rank,W01000676,Llandeilo 1,Education,
194,Rank,W01000676,Llandeilo 1,Access to services,
578,Rank,W01000676,Llandeilo 1,Housing,
1377,Rank,W01000676,Llandeilo 1,Community safety,
1163,Rank,W01000676,Llandeilo 1,Physical environment,
950,Rank,W01000677,Llandeilo 2,WIMD,
734,Rank,W01000677,Llandeilo 2,Income,
798,Rank,W01000677,Llandeilo 2,Employment,
896,Rank,W01000677,Llandeilo 2,Health,
702,Rank,W01000677,Llandeilo 2,Education,
1558,Rank,W01000677,Llandeilo 2,Access to services,
1063,Rank,W01000677,Llandeilo 2,Housing,
803,Rank,W01000677,Llandeilo 2,Community safety,
721,Rank,W01000677,Llandeilo 2,Physical environment,
759,Rank,W01000678,Llandovery 1,WIMD,
1176,Rank,W01000678,Llandovery 1,Income,
1051,Rank,W01000678,Llandovery 1,Employment,
1068,Rank,W01000678,Llandovery 1,Health,
891,Rank,W01000678,Llandovery 1,Education,
79,Rank,W01000678,Llandovery 1,Access to services,
254,Rank,W01000678,Llandovery 1,Housing,
1289,Rank,W01000678,Llandovery 1,Community safety,
780,Rank,W01000678,Llandovery 1,Physical environment,
1145,Rank,W01000679,Llandovery 2,WIMD,
994,Rank,W01000679,Llandovery 2,Income,
1149,Rank,W01000679,Llandovery 2,Employment,
1401,Rank,W01000679,Llandovery 2,Health,
975,Rank,W01000679,Llandovery 2,Education,
1466,Rank,W01000679,Llandovery 2,Access to services,
478,Rank,W01000679,Llandovery 2,Housing,
1623,Rank,W01000679,Llandovery 2,Community safety,
104,Rank,W01000679,Llandovery 2,Physical environment,
1364,Rank,W01000680,Llandybie 1,WIMD,
1446,Rank,W01000680,Llandybie 1,Income,
1262,Rank,W01000680,Llandybie 1,Employment,
1390,Rank,W01000680,Llandybie 1,Health,
1442,Rank,W01000680,Llandybie 1,Education,
270,Rank,W01000680,Llandybie 1,Access to services,
1604,Rank,W01000680,Llandybie 1,Housing,
1830,Rank,W01000680,Llandybie 1,Community safety,
363,Rank,W01000680,Llandybie 1,Physical environment,
539,Rank,W01000681,Llandybie 2,WIMD,
576,Rank,W01000681,Llandybie 2,Income,
495,Rank,W01000681,Llandybie 2,Employment,
643,Rank,W01000681,Llandybie 2,Health,
888,Rank,W01000681,Llandybie 2,Education,
195,Rank,W01000681,Llandybie 2,Access to services,
1136,Rank,W01000681,Llandybie 2,Housing,
952,Rank,W01000681,Llandybie 2,Community safety,
299,Rank,W01000681,Llandybie 2,Physical environment,
1274,Rank,W01000682,Llanegwad 1,WIMD,
1457,Rank,W01000682,Llanegwad 1,Income,
1507,Rank,W01000682,Llanegwad 1,Employment,
1698,Rank,W01000682,Llanegwad 1,Health,
1631,Rank,W01000682,Llanegwad 1,Education,
117,Rank,W01000682,Llanegwad 1,Access to services,
435,Rank,W01000682,Llanegwad 1,Housing,
1836,Rank,W01000682,Llanegwad 1,Community safety,
861,Rank,W01000682,Llanegwad 1,Physical environment,
585,Rank,W01000683,Llanegwad 2,WIMD,
1139,Rank,W01000683,Llanegwad 2,Income,
1209,Rank,W01000683,Llanegwad 2,Employment,
1466,Rank,W01000683,Llanegwad 2,Health,
1309,Rank,W01000683,Llanegwad 2,Education,
1,Rank,W01000683,Llanegwad 2,Access to services,
